0005-anti-human-CD80 0007-anti-human-CD274 0008-anti-human-CD273 0009-anti-human-CD275 0161-anti-human-CD11b 0021-anti-human-CD252 0022-anti-human-CD137L 0023-anti-human-CD155 0024-anti-human-CD112 0026-anti-human-CD47 0027-anti-human-CD70 0028-anti-human-CD30 0031-anti-human-CD40 0032-anti-human-CD154 0033-anti-human-CD52 0034-anti-human-CD3 0046-anti-human-CD8 0047-anti-human-CD56 0050-anti-human-CD19 0052-anti-human-CD33 0054-anti-human-CD34 0056-anti-human-CD269 0060-anti-human-CD90 0061-anti-human-CD117 0062-anti-human-CD10 0063-anti-human-CD45RA 0064-anti-human-CD123 0066-anti-human-CD7 0070-anti-humanmouse-CD49f 0071-anti-human-CD194 0072-anti-human-CD4 0125-anti-human-CD44 0081-anti-human-CD14 0083-anti-human-CD16 0085-anti-human-CD25 0087-anti-human-CD45RO 0088-anti-human-CD279 0089-anti-human-TIGIT 0100-anti-human-CD20 0101-anti-human-CD335 0102-anti-human-CD294 0123-anti-human-CD326 0124-anti-human-CD31 0127-anti-Human-Podoplanin 0134-anti-human-CD146 0135-anti-human-CD324 0136-anti-human-IgM 0138-anti-human-CD5 0141-anti-human-CD195 0142-anti-human-CD32 0143-anti-human-CD196 0144-anti-human-CD185 0145-anti-human-CD103 0146-anti-human-CD69 0147-anti-human-CD62L 0149-anti-human-CD161 0151-anti-human-CD152 0152-anti-human-CD223 0153-anti-human-KLRG1 0154-anti-human-CD27 0155-anti-human-CD107a 0156-anti-human-CD95 0159-anti-human-HLADR 0160-anti-human-CD1c 0162-anti-human-CD64 0163-anti-human-CD141 0164-anti-human-CD1d 0165-anti-human-CD314 0166-anti-human-CD66b 0167-anti-human-CD35 0168-anti-human-CD57-R 0169-anti-human-CD366 0170-anti-human-CD272 0171-anti-humanmouserat-CD278 0174-anti-human-CD58 0175-anti-human-CD96 0176-anti-human-CD39 0177-anti-human-CD178 0179-anti-human-CX3CR1 0180-anti-human-CD24 0181-anti-human-CD21 0185-anti-human-CD11a 0186-anti-human-IgA 0187-anti-human-CD79b 0189-anti-human-CD244 0196-anti-human-CD235ab 0205-anti-human-CD206 0206-anti-human-CD169 0207-anti-human-CD370 0208-anti-human-XCR1 0215-anti-human-CD268 0217-anti-human-CD54 0218-anti-human-CD62P 0224-anti-human-TCRab 0245-anti-human-CD106 0246-anti-human-CD122 0247-anti-human-CD267 0353-anti-human-CD41 0355-anti-human-CD137 0356-anti-human-CD254 0358-anti-human-CD163 0359-anti-human-CD83 0360-anti-human-CD357 0362-anti-human-CD309 0363-anti-human-CD124 0366-anti-human-CD184 0367-anti-human-CD2 0368-anti-human-CD226 0369-anti-human-CD29 0370-anti-human-CD303 0371-anti-human-CD49b 0373-anti-human-CD81 0374-anti-human-CD98 0375-anti-human-IgGFc 0384-anti-human-IgD 0385-anti-human-CD18 0386-anti-human-CD28 0387-anti-human-TSLPR 0389-anti-human-CD38 0390-anti-human-CD127 0048-anti-human-CD45 0392-anti-human-CD15 0393-anti-human-CD22 0394-anti-human-CD71 0395-anti-human-B7H4 0396-anti-human-CD26 0397-anti-human-CD193 0399-anti-human-CD204 0400-anti-human-CD144 0402-anti-human-CD1a 0406-anti-human-CD304 0407-anti-human-CD36 0420-anti-human-CD158 0437-anti-mousehuman-CD207 0576-anti-human-CD49d 0577-anti-human-CD73 0590-anti-human-CD305 0591-anti-human-LOX1 0592-anti-human-CD158b 0594-anti-human-CD133 0597-anti-human-CD209 0599-anti-human-CD158e 0600-anti-human-CD158f 0801-anti-human-CD337 0802-anti-human-CD336 0828-anti-human-CD307d 0829-anti-human-CD307e 0830-anti-human-CD319 0055-anti-human-CD138 0853-anti-human-CLEC12A 0863-anti-human-CD257 0867-anti-human-CD94 0870-anti-human-CD150 0895-anti-mousehuman-Mac2 0896-anti-human-CD85j 0897-anti-human-CD23 0899-anti-human-HLAA2 0901-anti-human-GARP 0902-anti-human-CD328 0908-anti-human-TCRVb13.1 0920-anti-human-CD82 0944-anti-human-CD101 0985-anti-human-CD360 1046-anti-human-CD88 1047-anti-human-HLAF 1048-anti-human-NLRP2 1051-anti-human-Podocalyxin 1052-anti-human-CD224 1056-anti-human-CD258 1057-anti-human-DR3
RALGPS2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0202258862468657 0 0 0 0 0 0 0 0.0134926254792968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015542186616364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0589458811940479 0 0 0 0 0 0 0 0 -0.116501103136216 0 0 0 0 0.0143133882685179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00421664544559371 0 0 0 0
HLA-DQB1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0100444068819216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0651601389721573 0.0269459013609641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0205830484255662 0 0 0 0 0 0 0 0.0030247333173492 0 0 0 0 0 0 0.0760511690372346 0 0 0 0 0.00266221996377589 0 0.00740061415169956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.016360093265194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0216895394395098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HLA-DPB1 0 0 0.00408043251380948 0 0.0523598819879851 0 0 0 0 0 0.0167073632432263 0 0.00194296486086139 0 0.00868677736803678 0 0.0924496821164041 0 0.0116858418776591 0.0692901834470947 0 0 0 0 0 0 0 0 0 0.00578666510838734 0 0 0.0222199976883938 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0183106243983923 0 0 0 0 0 0 0.00882650986392756 0 0.0227484197320009 0 0 0 0.00433086853213615 0 0 0 0 0.0223447702944422 0 0.00105731815531353 0 0 0 0 0.0165781745530583 0 0.020828846912057 0 0.0507273115843649 0 0.0281538048831102 0.0184279681024536 0 0 0 0 0 0 0 0 0 0.0872817377327545 0 0 0 0.00659070636667399 0 0 0 0 0.0251922581658669 0 0 0 0 0 0 0.0210092587731014 0 0 0 0.00111303600862448 0 0 0 0.0113669423442013 0 0 0 0 0.017733410356309 0 0 -0.000364454561174558 0 0 0 0 0 0 0 0.0115565000132726 0 0 0.0332832014630114 0 0.0348533631431849 0 0 0 0.0176642335331655 0 0 0 0 0 0 0 0 0.0339203469181129 0 2.12475219333662e-05 0 0 0.0808283902726089 0 0 0 0.00424850103415393 0 0.0118723079014425 0 0 0.00194946874749812 0 0 0 0 0 0
LINC00926 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0172579632939098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00137555139866454 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CD37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0437288195514409 0 0 0 0 0 0 0 0 0 0 0 -0.00298396527426432 -0.0111970250595759 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00483700368702701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00265173176292621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HLA-DPA1 0 0 0 0 0 0 0 0 0 0 0.0253630894043854 0 0 0 0.0383664395985976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0433872200653917 0 0 0 0 0 0 0 0 0 0 0 0 0.0341985726781752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0251180283691411 0 0 0 0 0 0 0 0 0 0.0071493760128656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0690847211664737 0 0 0 0 0 0 0.0119425716867737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0773514148840111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00309929865287825 0 0 0.00218823139339386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01781 0 0 0 0 0 0 0 0.00380098818704422 0 0.182577918658807 0 0 0.22345842916449 0 0.482142806394707 0 0.331387032505614 0 0.796346040683627 0 0 0 0 0 0 0.282566188250925 0 -0.0177970756351516 0 0 -0.166786537074464 0.048021022529637 0 0 0.36137050775083 0.360635447772663 0.103242616840057 0 0.202965093011882 0.00711309676850376 0.12083654789836 0 0 0.0191902582675272 0 0 0 0 0.106320286564702 0.215599573273616 0.593461012746623 0.196303483747909 0 0 0.342209421066098 0.0330283020980647 0.0611151509496792 0.053027325638066 0.016707601654467 0 0 0 0.293805845424099 0 0 0 0 0 0.149035861433056 0.466393737877324 0 0 0.0382490928540225 0 0 0 0.648445420871365 0 0 0 0.525157240669355 0.075182797854876 0.114544571884636 0 0 0 0.0314222753076805 0 0 0 0.622273862540608 0.293724962336893 0 0.00179512465948999 0.00822895183022931 0 0.0348075326114315 0 0.149248796693541 0 0.138012593365306 0 0 0 0 0 0.0906516551602605 0 0.138430090274834 0 0 0 0.159463954231302 0 0 0.0766388034935769 0 0 0.463192480896004 0.0419941658988235 0.206635349835053 0 0.342960091534659 0.484918478950337 0 0 0 0 0 0.100174451219921 0 0 0 0 0 0.442552173089324 0.145621705519391 0 0 0 0 0.106572485551861 0 0.0229527225867015 0.188066978317381 0.046409120282782 0 0.132865362912532 0 0 0 0 0 0.0785993710852882 0.218995199630455 0.312238892259489 0.0629126191556433 0 0 0 0.0855495352146742 0 0 0.0885257472166281 0 0 0 0 0 0.0719095667171458
BLK 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0126785502592755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.053455390730517 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.118844951011102 0 0 0 0 0 0 0 0 -0.0685904350277107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00119748273983465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
IGKC 0 0 0 0 0.0461393211674526 0 0 0 0 0.15218333307558 0 0.0673495183717754 0.0461107579472717 0 0.158753064820957 0.212154407409214 0.211393443505506 0 0.229047548023049 0 0.0228855663717572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0339820008460379 0 0.140131587751845 0 0 0 0 0 0 0 0.0985407568432505 0 0 0.302295884724812 0 0.0559988078695274 0 0.0639846892943472 0.038120612626817 0 0 0.0220658575389774 0.055639264659376 0 0 0 0 0 0 0 0 0 0 0.0855779008344689 0 0 0 0 0 0 0 0 0 0.0872273696981188 0.0133521294122035 0 0 0.039484333438376 0 0 0 0 0 0.0476566230017714 0.138905676663015 0 0 0 0 0.105572152942876 0 0 0.103714059708865 0 0 0 0 0 0.0403923162206306 0 0.0729922815496594 0 0 0 0 0 0 0 0.0621805907922878 0 0 0 0 0 0.0940587757554246 0 0.125296434264694 0 0 0.0696098933537912 0 0 0.0591983362455386 0.0617998162188245 0 0 0 0 0 0 0.29828282364912 0 0 0 0 0.0174180648129908 0.0406688886867356 0 0 0.0730810961428906 0 0 0 0 0 0.155116016836288 0 0.147132123361987 0 0 0.0549147740192523 0 0 0 0.288624049122755 0 0.00112840610637445 0 0.0404744714049571 0.0471746681328793 0 0 0 0
TNFRSF13C 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0616731338314102 0 0.0367079347882685 0 0 0 0 0 0 0 0 0 0 0 0 0.0101630050694575 0 0 0 0 0 0 0.0310486024716394 0 0.0481931926425219 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0982171488994708 0 0 0 0 0 0 0 0 0 0 0 0 0.0810480072704394 0 0 0 0.0813197096559964 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14670587856436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0990546152614357 0 0 0 0 0 0.0960027649120661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01857 0 0 0.0408934674901702 0.0340704659778897 0.231291631831455 0 0.345687303857891 0 0 0.168069146035215 0.515427974452841 0.207360660823609 0.165494784949521 0 0.421755501842249 0.0350543783181087 0.072493204367307 0 0.221371131729653 0.274506378259222 0.0751657174007885 0.434060523506614 0 0.100415846721764 0 0.752320844394539 0 0 0 0 0.00660204636226208 0.465859548125198 0 0.533081895509864 0.336897385305228 0 0.0402840652236972 0.131936740465499 0 0.245451251060419 0.347783161526075 0.0161841326768965 0.571013422849181 0.177837124309317 0 0 0.443850630821835 0 0 0.699060925989708 0.266684145398923 0 0 0.371376170257714 0.0537966166783641 0.0553481873561893 0.426762466199392 0.142720894396646 0.609900158748217 0 0.262847986537842 0 0 0.0811807217151988 0 0 0.0751250847417272 0.58439627390945 0.255200688632084 0.00750051156924284 0 0 0 0.244931272317421 0.351459469965209 0.0341858894715959 0 0.385933058344453 0.203016734625933 0.529932926861704 0.00814641590093235 0 0.264949586677108 0.401783077033257 0.213471132436914 0 0.210570914557343 0 0 0.313685236898953 0.0723396027754784 0.317895248906666 0 0 0.0715918040465936 0.440767592734134 0.556848580226209 0 0 0.229027747898883 0.200022710903108 0 0.411885108482228 0 0.0352503283095398 0.0374932919061548 0 0.167118196456062 0 0.0774451079079732 0 0 0.00997029160333603 0 0 0.00175263691720078 0 0 0 0 0 0 0 0 0.32000991441961 0.0179470705082439 0.112324030354149 0.265695297386211 0.230987230907894 0.369396250789396 0 0 0 0 0.037751663594351 0 0 0.356420824749893 0 0 0.37260890177775 0.102265855594906 0.351248699643187 0.452050066474631 0.304999340938715 0.432468862384556 0 0.0579297432720347 0.267756273012211 0 0.10388927359922 0 0.314236216337243 0.160011111001951 0.52664514056822 0 0.178645433451825 0.376432736099908 0.00323656984735479 0.29450241155578 0.487545157921132 0 0 0.216052024853452 0.31839215410236 0.199353070767557 0.0354402746997533 0.132821533566628 0.333764063581611 0.232354830541473
ADAM28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.195134850357773 -0.0413529956600884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0600430940721567 0 0 0 0 0 0 0 -0.202967383089698 0 0 0 0 0 0 0.00242461076576682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0422062583152426 0 0 0 0 0 0 0 0 -0.144493939013663 0 0 0 0 0 0 0 0.0751000315269323 0 0 0 0 0 0 0 0 0 0 0 0.137225515868098 0 0 0 0 0 0.00105890939069 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
COBLL1 0 0 0 0 -0.378562169680303 0 0 0 0 0 0 0 0 0 0 0 0.413670348183433 0 0 -0.465575160429966 0 0 0 0 0 0 0 0 0 0 -0.816808707375064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.252931858937383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125544837917669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.113516984278592 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.141913368446704 0 0 0 0 0 0 0 -0.162945429167201 0 0.00361272421921972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.070581682797613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SWAP70 0 0 0 0 0 0 0 0 0 0 0 0 0.0586039300827762 0 0 0 0 0 0.0275016708479109 0.0631004827478307 0 0 0 0 0 0.0610361861996983 0 0 0 0.0140615229786493 0 0.0163768908451922 0 0 0 0 0 0 0.0700622346578062 0.00870219647851465 0 0 0 0 0 0 0 0 0 0.195944201578643 0.00173589580814756 0 0 0 0 0 0 0 0 0 0 0 0.0626773218677787 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00944093984430806 0 0 0 0 0 0 0 0 0 0 0.059934491692048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0318147105763568 0 0 0 0 0 0 0 0.0472143987151398 0 0 0 0 0 0 0 0.0778818722698645 0 0 0 0 0 0.0505840134860884 0 0 0 0 0 0 0.0628368371399371 0 0 0 0 0 0 0 0.0566268416270778 0 0.0252607324391949 0 0 0 0 0 0.0426631204916295 0 0 0 0 0 0 0 0 0.0135441761782106 0 0.000246367631561759 0 0 0 0 0 0 0
IGHM 0 0 0 0 0 0 0 0 0 0 0 0 0.0289188069967893 0 0 0 0 0 0.238042166471966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0829466094673596 0 0 0 0 0 0 0 0 0 0 0.00645346769052107 0.140278490040411 0.0908633954048115 0 0 0.0229101432300257 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.186489614906608 0 0 0.0797540381539438 0 0 0 0.0206717530729875 0 0 0 0.17464416642642 0 0 0 0 0 0 0 0 0 0.0350468442715927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0945292713811166 0 0 0 0 0 0 0 0.0269270186079089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CD83 0 0.0477205226357848 0.0136960745232428 0 0.203253850111504 0.0571581891280671 0.063150973931022 0 0 0 0 0 0.112520284105577 0 0 0 0 0 0 0.178041993535362 0 0.0660299338629552 0 0.0309176437266302 0 0 0 -0.121780946607635 0.195995452653874 0.0937307417762678 0.226527236414413 0.0850045691670276 0.107081404280427 0 0 0 0 0 0.0151261672716662 0 0 0 0 0.0144936883176002 0 0 0 0 0.0340111613762394 0.341059938736954 0 0.0317540084317585 0 0.0740558674336822 0 0 0 0 0 0 0.0847023394450522 0 0.328330388895849 0.00850777863612024 0 0.0607648670819207 0.102896869757125 0 0 0.225051305634151 0 0 0.0832798726185452 0 0.0727601723138643 0 0.114816490576636 0.0209786933527373 0 0 0 0.0132786829578891 0 0.0154174577156497 0.00927809060574874 0 0 0 0.131877141213834 0 0 0.254560555649174 0.00917133604137463 0 0 0 0.0310712200886974 0 0.00598031126960668 6.47693359234698e-05 0 0.00197985425869427 0 0.00143351407986406 0.130983139909517 0.0556880743397286 -0.0502188616927553 0.0959377376772893 0.176622618143951 0.0173485222998527 0.0910171842300759 0 0 0.0459059393037976 0 0 0 0 0 0 0.0994064445664666 0 0 0.0652709013118174 0 0.0523997669011763 0.0991130653385321 0.0468245712007115 0.00288739743849791 0.0524285433749345 0 0.0615200946563045 0 0.0658142451579307 0.0537254317905637 0.0278015973203396 0.128885081786334 0 0 0 0.0505491295812705 0.000722859498177841 0.145302455820619 0 0 0.080730280289306 0 0.00254078151783619 0.0396899657839348 0 0 0 0.156864581023002 0.0369025131010049 0.0941905403663235 0.0345084794749038 0 0.0556497608480036 0.295864621458824 0 0.115132405577865 0 0.00676091478090376 0.127842385004018 0.118011000035187 0.0586396911916722 0.117833031953929 0.192077088188246 0.0592858127663741 0
HLA-DRB1 0 0 0 0 0 0 0 0 0 0 0.00213360953756732 0 0.0121110512045609 0 0 0.000840588313889814 0 0 0.00642420206495031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00187122311790047 0.00380274299436915 0 0 0 0 -0.0424894094865879 0 0 0 0.0142849401892659 0 0 0 0.0748990064576636 0 0 0 0 0 0 0 0 0.00245364684039113 0 0 0 0 0 0 0 0 0 0 0 0 0.0731843599823899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00626658049324297 0 0 0 0 0 0 0.0206678190898413 0 0 0 0.0314447320522592 0 0 0.0597729941723808 0 0.0179537146734617 0 0 0 0 0 0 0.00728824341098359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000710615976354328 0 0
CD79B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0518986843608512 0 0.0253746649832957 0 0 0 0 0 0 0.0313896412814368 0 0 0 0 0.0513799044691885 0 0 0 0 0 0.0143341681164767 0 0 0 0 0 0 0 0 0 0 0 0 0.0215742918744808 0 0.00824741231858377 0 0 0.163513902680755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0341877059100468 0 0 0 0 0 0 0 0 0 0 0.0184798844212532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00344019426293401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0127022727414167 0 0 0 0 0 0 0 0.0495407682453481 0 0.00149766615774132 0 0 0 0 0 0 0
HERPUD1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0731989292936727 -0.102359992085786 0.113932675391139 -0.000177903750117526 0.076028969916637 0 0 0 0 0.0584886462752729 0 0 0 0 0 0 0 0 0 0 -0.0640808473301873 0 0 0 0 0 0 -0.406697196893869 0 0 0 -0.11883732096315 -0.112003929630844 0 0 0 0 0 0 0 0 0 0 0 0 0 9.7111758587777e-05 0 0 0 0 0 0 0 0.0598360850150399 0 0 0 0 0 0 0 0 0 0.0344834063846551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0325772555014297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MEF2C 0 0.0176326128878042 0 0 0 0.00773043813505015 0 0.0172145983541913 0 0 0 0 0.105529939219465 0 0 0 0 0 0 0.047694484003962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0124688736634009 0 0 0 0 0 0 0 0 0 0 0.112240005581358 0 0 0 0 0 0 0 0 0 0 0 0 0.0502234747414167 0 0 0 0.0576620760562825 0 0 0.0445778368546537 0 0 0.0101395885205244 0 0 0 0.0731370283049709 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0227369195284053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0185000549103454 -0.0150442884448812 0 0 0 0 0 0 0.00975740465587302 0.0786531089782173 0 0 0 0 0 0 0 0.00654496306498644 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0622499492974949 0 0 0 0 0 0 0 0 0 0 0 0.0126039805226655 0.0154239303585175 0 0 0 0 0 0.0471353666669192 0 0 0 0 0 0 0 0 0 0 0.0182836742943088 0 0 0
SYNGR2 0 0 0 0 -0.000603281448679502 0 0 0 0 0.0802162841051926 0 0 0 0 0.135358315260492 0 0 0 0 0 0 0 0 0 0 0 0 0.0262531013282977 0.0726703409319539 0 0 0.0740128763118228 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19335733227606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00169816889541542 0 0.0214740462217689 0 0 0 0 0 0 0 0 0 0 0 0 0.0280202939496579 0 0 0.0143990244205591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03980981022496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PMAIP1 0 0 0 0 -0.0629126964926422 0 0 0 0 0.0330279335426676 -0.0105477175078598 0 0 0 -0.0862618532478929 0.0435638039857227 -0.132292390583134 0 0 0 0 0 0 0 0 0.0131684650675257 0 0 0.033143962538282 -0.0272073951198565 0.0577722518988067 -0.0960870785981424 -0.0351082472832183 -0.00887317009934276 -0.0614951714125989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.081360325791283 0 -0.0112582093790837 0 0 -0.0120495290620484 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0355483495088062 0 0 0.00234119718396024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0310631838249765 0 0 0 0 0 0 0 0 0 0 -0.0237568672582174 0 0 0 0 0 0 0 0 -0.0866379600092079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.015204826759346 0 0 0 0 -0.0263159373679079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00650522465951886 0 0 0 0 0 0 0 0 0
PELI1 0 0 0 0 0.0223673999252107 0 0 -0.0556243647961536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0328724416407566 0.00231093025412993 -0.0477097559983936 0 -0.000830237323862123 -0.0246353894570366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0361422129129199 0 0 0 0 0 0.0203202684174753 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00278284738868958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.127780442048608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0443522578784857 0 -0.00747150795491116 0 0 -0.0329394977019053 0 0 0 0 0.0122585475121284 0 0.0764696959304756 0 0 0 0 -0.0597752500707926 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
