0005-anti-human-CD80 0007-anti-human-CD274 0008-anti-human-CD273 0009-anti-human-CD275 0161-anti-human-CD11b 0021-anti-human-CD252 0022-anti-human-CD137L 0023-anti-human-CD155 0024-anti-human-CD112 0026-anti-human-CD47 0027-anti-human-CD70 0028-anti-human-CD30 0031-anti-human-CD40 0032-anti-human-CD154 0033-anti-human-CD52 0034-anti-human-CD3 0046-anti-human-CD8 0047-anti-human-CD56 0050-anti-human-CD19 0052-anti-human-CD33 0054-anti-human-CD34 0056-anti-human-CD269 0060-anti-human-CD90 0061-anti-human-CD117 0062-anti-human-CD10 0063-anti-human-CD45RA 0064-anti-human-CD123 0066-anti-human-CD7 0070-anti-humanmouse-CD49f 0071-anti-human-CD194 0072-anti-human-CD4 0125-anti-human-CD44 0081-anti-human-CD14 0083-anti-human-CD16 0085-anti-human-CD25 0087-anti-human-CD45RO 0088-anti-human-CD279 0089-anti-human-TIGIT 0100-anti-human-CD20 0101-anti-human-CD335 0102-anti-human-CD294 0123-anti-human-CD326 0124-anti-human-CD31 0127-anti-Human-Podoplanin 0134-anti-human-CD146 0135-anti-human-CD324 0136-anti-human-IgM 0138-anti-human-CD5 0141-anti-human-CD195 0142-anti-human-CD32 0143-anti-human-CD196 0144-anti-human-CD185 0145-anti-human-CD103 0146-anti-human-CD69 0147-anti-human-CD62L 0149-anti-human-CD161 0151-anti-human-CD152 0152-anti-human-CD223 0153-anti-human-KLRG1 0154-anti-human-CD27 0155-anti-human-CD107a 0156-anti-human-CD95 0159-anti-human-HLADR 0160-anti-human-CD1c 0162-anti-human-CD64 0163-anti-human-CD141 0164-anti-human-CD1d 0165-anti-human-CD314 0166-anti-human-CD66b 0167-anti-human-CD35 0168-anti-human-CD57-R 0169-anti-human-CD366 0170-anti-human-CD272 0171-anti-humanmouserat-CD278 0174-anti-human-CD58 0175-anti-human-CD96 0176-anti-human-CD39 0177-anti-human-CD178 0179-anti-human-CX3CR1 0180-anti-human-CD24 0181-anti-human-CD21 0185-anti-human-CD11a 0186-anti-human-IgA 0187-anti-human-CD79b 0189-anti-human-CD244 0196-anti-human-CD235ab 0205-anti-human-CD206 0206-anti-human-CD169 0207-anti-human-CD370 0208-anti-human-XCR1 0215-anti-human-CD268 0217-anti-human-CD54 0218-anti-human-CD62P 0224-anti-human-TCRab 0245-anti-human-CD106 0246-anti-human-CD122 0247-anti-human-CD267 0353-anti-human-CD41 0355-anti-human-CD137 0356-anti-human-CD254 0358-anti-human-CD163 0359-anti-human-CD83 0360-anti-human-CD357 0362-anti-human-CD309 0363-anti-human-CD124 0366-anti-human-CD184 0367-anti-human-CD2 0368-anti-human-CD226 0369-anti-human-CD29 0370-anti-human-CD303 0371-anti-human-CD49b 0373-anti-human-CD81 0374-anti-human-CD98 0375-anti-human-IgGFc 0384-anti-human-IgD 0385-anti-human-CD18 0386-anti-human-CD28 0387-anti-human-TSLPR 0389-anti-human-CD38 0390-anti-human-CD127 0048-anti-human-CD45 0392-anti-human-CD15 0393-anti-human-CD22 0394-anti-human-CD71 0395-anti-human-B7H4 0396-anti-human-CD26 0397-anti-human-CD193 0399-anti-human-CD204 0400-anti-human-CD144 0402-anti-human-CD1a 0406-anti-human-CD304 0407-anti-human-CD36 0420-anti-human-CD158 0437-anti-mousehuman-CD207 0576-anti-human-CD49d 0577-anti-human-CD73 0590-anti-human-CD305 0591-anti-human-LOX1 0592-anti-human-CD158b 0594-anti-human-CD133 0597-anti-human-CD209 0599-anti-human-CD158e 0600-anti-human-CD158f 0801-anti-human-CD337 0802-anti-human-CD336 0828-anti-human-CD307d 0829-anti-human-CD307e 0830-anti-human-CD319 0055-anti-human-CD138 0853-anti-human-CLEC12A 0863-anti-human-CD257 0867-anti-human-CD94 0870-anti-human-CD150 0895-anti-mousehuman-Mac2 0896-anti-human-CD85j 0897-anti-human-CD23 0899-anti-human-HLAA2 0901-anti-human-GARP 0902-anti-human-CD328 0908-anti-human-TCRVb13.1 0920-anti-human-CD82 0944-anti-human-CD101 0985-anti-human-CD360 1046-anti-human-CD88 1047-anti-human-HLAF 1048-anti-human-NLRP2 1051-anti-human-Podocalyxin 1052-anti-human-CD224 1056-anti-human-CD258 1057-anti-human-DR3
CD7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00578133011654696 0.0551348215015178 0 0 0 0 0 0 0 0.0132116729834903 0 0.223976295688587 0 0 0 0 0 0.0924108504924912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00772160984941341 0 0 0 0.0455478049577021 0 0 0 0 0 0 -0.0202712657657037 0 0 0 0 0 0 0 0 0 0 0 0 -0.0148112607192887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0216738762814161 0 0.0274368425249116 0 0 0 0 0.00703557665171821 0 0 0 0 0 0 0 0.0750914134843686 0 0 -0.00146511731083551 0 0 0 0 0 0 0 0 0 0 0 0 -0.0532626536419147 0 0
CCL3 0 0 0 0 0.0915836363323883 0 0 0.00832376434918469 0 0.0574344961195462 0 0 0 0 -0.0193581002631437 -0.0344754826010158 -0.0498829350252615 0 0 0.0304864909480927 0 0 0 0 0 0 0 -0.0114605636154318 0 0 0.0662553957876383 -0.00697393727174132 0.0361296865564398 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0475675257414939 0 0 0 0.0365746136621786 -0.336588333582804 0 0 0 0 -0.016337061975215 0 0.0146288475944561 0 0 0 0 0 -0.00571051980289237 0 0.148849678455249 0 0 0 0.0185991890668884 0 0 0.00155683063604537 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00869018526036978 0 0 0 0 0 0 -0.00113519053014265 0 0 0 0 0 -0.132929696329344 0 0 0 0 0 0 0 0 0.0511816405920154 0 0 0.0174847448866131 0 0 0 0 0.0154027408641771 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0159997384630187 0 0.072860150183551 0 0 0 0 0 0 0.051054491885579 0 0
CD247 -0.00404188534178385 0 0 -0.00209192696025882 0 -0.0473917686288273 -0.0361422040146137 0 0 0 0 0 0 0 0 -0.166258218047468 -0.214849573404922 0 0 0 -0.000770974416447647 -0.00911709802675979 -0.00321873432150165 0 0 0 0 0 0 0 0.167894680721883 0 0 0.0247397627794708 0 0 0 0 -0.00291022072075132 0 0 0 0 0 -0.0115167225506319 0 0 0 0 0 0 0 -0.0180519771910444 0 -0.0232080040980817 0 0 0 -0.0267648381420563 0 0 0 0 0 0 0 -0.0134487333004265 -0.0827191019063125 0 0 0 -0.0147616513187546 -0.000915854607580391 0 0 0 0 -0.0205567867115341 0 0 0 0 0 0 0 0 -0.0203313559013913 0 0 -0.011718927515534 0 0 0 0 0 0 0 0 0 0 0 -0.0173990191353548 0 0 -0.00136546530647544 -0.0128098705390255 0 0 0 -0.02544192267431 0 0 0 0 0 0 0 0 0 -0.0127690149699831 0 0 0 0 0 0 -0.0174000728610493 0 0 0 0 0 0 0 0 0 0 -0.0389186719418119 0 0 0 0 0 0 0 0 0 0 -0.0151562793202913 0 0 0.0038011710552448 0 0 0 0 0 -0.000851795901527568 0 -0.0215407523526542 0 -0.0618891385290604 0 0 0 0 -0.0244533950041244 0 -0.0615091792176646 0
KLRF1 0 0 0 0 0 0 0 0 0 0 0 -0.00867625801404321 0 0 -0.0856630811252234 -0.297693669185529 -0.178888678395754 0.176733717605404 0 0 0 -0.0278461486691937 0 0 -0.0159303327090468 0 0 0 0 0 0.244297668635041 0 0 0.360676719579812 0 0 -0.0573497517388048 0 0 0.125782564666178 -0.00105733203618949 0 -0.00724652720729882 0 0 0 0 0 -0.0339868142869951 0 0 0 0 0 0 -0.0277487766982557 -0.0255122121132449 0 -0.204740640851713 0 0 0 0 0 0 0 0 -0.135410734435884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00825509094136872 -0.0140888943647244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00607309858133527 -0.0143216644205437 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00635417769585471 0 0 0 0 0 0 0 0 0 0 0 -0.0308502429823602 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0700388358134931 -0.0105954996939939 0 0 0 0 0 0 0 0 0 -0.00774566118594611 -0.026958423747062 0 0 0.200885183059183 0 0 -0.0703517462648307 0 -0.0572673371970563 -0.0174999780259268 0 0 -0.031761661606559 0 0
CLIC3 -0.016206020850747 0 0 0 0 0 0 0 0 0 0 -0.0475172873966743 0 0 0 -0.0152134787285584 0 0 0 0 -0.00793613172162181 0 0 -0.0164713445665869 0 0 0 0 0 -0.04544995065309 -0.00922776459688381 -0.169538364587358 -0.0160349396404265 0.234686488291154 -0.0418098900018978 0 -0.0658443768885554 0 0 0.024545907408758 -0.0128733407547028 -0.017226522435294 0 -0.0411878378149767 0 0 0 -0.0175251888322377 0 0 0 -0.00239520178192916 0 0 0 -0.0445948930096704 0 0 0 0 -0.013026576530702 0 0 0 0 0 0 -0.00193788776141058 0 0 0 0 -0.0413890384855941 -0.0628568135841565 -0.00066321169185331 -0.0630938833267063 -0.00141872453819389 -0.00993022018733616 0 -0.00750880752697492 0 0 -0.0167399401902369 -0.0304642319713499 0 0 -0.00214948273284412 0 -0.00458761156592667 -0.0126638695787943 0 -0.174655855407975 0 0 0 0.0344677531846159 0 0 0 -0.0140938716166326 0 0 -0.0322560718443431 0 -0.048284840238077 0 -0.126991876256771 0 0 0 0 0 -0.00138685305879719 0 0 0 -0.0364954925967006 0 0 0 0 0 0 0 -0.0257678156662214 0 0 0 -0.0140195400803861 -0.0206462649508606 0 0 0 0 0 0 0 -0.0118640520342491 0 0 0 -0.00744962694604498 0 0 -0.0103444672825975 -0.0276044855439506 0 0 0 0 -0.000226880604742656 0 -0.0255244374752899 -0.0163169036829437 0 0 -0.0225615528716093 -0.0175893667598367 0 -0.0397367421512221 -0.0307784729481144 0 0 -0.0124368208182436 -0.0106085939881491 -0.00102152217119105 0 -0.0271453201141417 0 -0.0499842354593111
XCL2 0 0 0 0 -0.0107780016605663 0 0 0 0 -0.1097598939983 -0.00106537859636768 -0.00299579379789622 0 0 -0.0122395784212073 -0.0742788806102227 0 0.0959043593166305 -0.00124683926774516 0 0 0 0 0 0 0 0 0.0980705403577621 0 0.000467388151839061 -0.0679919468011635 0 0 -0.1175379923945 0 0 -0.0506322487593956 0 0 0.354744130839032 0 0 -0.0235240874706517 0 0 0 0 -0.0517692349055645 -0.0656831359166894 -0.015844447205064 0 0 0 0 0 0 0 0 -0.0610128047036082 0 -0.03574632338361 -0.0441600621611594 -0.0729271334402875 0 0 0 0 0.169244364193573 0 -0.0354238785357272 -0.0694400797039239 0 0 -0.087175131697281 -0.0823793408375404 0 0 0 -0.0785333894000478 0 0 0 0 -0.0163906404481707 0 0 0 0 0 0 0 0.0703719980328273 0 0 0 0.0720372883282578 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00851412950609374 0 0 0.00559727044984542 -0.11054458018326 0 -0.0495877264079587 -0.0297114041891461 0 0 0 0 -0.053371998654043 -0.0921859152356152 0 0 -0.0110748659754038 -0.00849226443060988 0 -0.025541800797938 0 0 0 0 -0.0464697600543887 0 0 0 -0.0208754732208753 0 0 0.0825245755515103 0 0 0 0 0 -0.0155114163109211 0 0.115513837742657 -0.0574629032467163 0 -0.0569460077595178 0 0 0 0.0190753097952598 0 -0.0382204496468495 0 0 -0.0235546411625608 0 0 0 0 0 0
TRBC1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0179369134385828 -0.247514682016115 0 0 0 0 0 0 0 0 0.099255908112211 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0374484145647784 0 0 0 0 0 0 0 -0.176369301136965 -0.0641185409038197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0042406589292122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0409345615971578 0 0 0 0 0 0 0 0 0 0 0 0 -0.183785622273564 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0061629427153439 0 0 0 0.114692177134536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.04041513056622 0 0.000966032062893953 0 0 0 0 0 0 0 0 0
NCR3 0 0 0 0 0 0 0 0 0 0 0.00783993219045308 0 0 0 0 0 0.0438013609507096 0.133556548585602 0 0 0 0 0 0 0 0 0 0.275209140402327 0 0 -0.364048079787371 -0.00430050242576194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0175675009427436 0.091661465696246 0 0 0 0 0.0763981863368002 0 0.0586074257104786 0 0 0.101559688722963 0.0232264203225207 0 0 0 0 0 0 0 0.0447313479786165 0 0 0 0 0 0 0 0 0 0 0 0 0.0144494165161426 0 0 0 0.060211018115758 0 0 0 0 0 0 0.0123200948115232 0 -0.00302905012771046 0 0 0 0 0.0188565658047902 0 0 0 0 0 0 0 0 -0.142040625432809 -0.0192843016600998 0 0 0.0532370338124718 0 0 0 0 0.0134039467925747 0 0 0 0 0 0 0 0 0.0790522895119666 0 0 0.00670367364218331 0 0 -0.0126492630836293 0 0 0 0 0.0628623560999124 0 0.0764758922749785 0 0.00194081913117024 0 0 0.0589418818651559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0536648766128878 0 -0.0195569176425183 0 0 0 0 0 0 0 0 0
MATK 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01029419592257 0 0 0 0 0 0 0 0 0 0 0.143775135922733 0 0 -0.28476521281891 0 0 0 0 0 0 0 0 0.0134564989295392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.148891871572099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.135193143456507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00013194452602503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.335113264974247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
IL2RB 0 0 -0.00326820900192474 0 0 0 0 0 0 -0.0444493544022583 -0.0105254644854356 0 -0.0129502634984248 0 -0.0975834317852308 -0.477788061752067 0 0 0 -0.164530058470902 0 0 0 0 0 0 0 -0.00450056173710115 0 0 -0.278196592558861 -0.0638427595608434 -0.010217184830437 0.0488892086108711 -0.0109037325849462 0 -0.183436011860334 0 0 0.0368822763392353 -0.00205021990833225 0 -0.0204213897241774 -0.0244100131089393 0 0 0 -0.224228457408193 -0.0311799158452762 0 0 0 0 0 0 0 -0.0104668542582719 0 0 -0.0385211183414963 0 -0.00106038458950276 -0.0256509183838942 0 0 0 0 0 0 -0.0853019279879815 0 0 -0.0266472325941389 0 0 0 -0.0299242247680028 0 0 0 0 -0.0347222453001725 -0.0215010841273788 0 -0.00579801800274914 0 0 0 0 0 0 -0.080394669467362 0 -0.134622379991857 -0.0142601983054269 0 0 0 0 0 0 0 0 0 -0.0084973585724672 0 -0.045476206126657 0 0 0 0 0 0 0 0 -0.0295915878952594 0 0 -0.0353276307232183 -0.0576653680289854 -0.0201021062875572 0 0 -0.000761177104754064 -0.0312806003032692 -0.278517378051995 0 0 -0.000498966250884932 0 0 0 0 0 0 0 0 0 0 0 -0.0283216998405483 0 0 0 -0.0252023596162384 -0.0410766536467841 0 0 0 -0.0257538148640263 0 0.117815963270173 -0.0190059603841982 0 -0.0763166993767864 0 -0.0158287827624944 0 0 0 0 -0.0993904584937382 -0.00548482728589918 0 0 0 0 -0.0910175752825187 0 -0.0199961397744177
APMAP 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.211369695544 0 0 0 0 0 0 0 0 0.0249966739140273 0 0 0 0 0.20052652186686 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0559960226052263 0 0 0 0 0 0 0 0 0 0 0
JCHAIN 0 0 0 0 0 0 0 0 0 0 0 0.131870297960786 0 0 0.0458381095580385 -0.047471809264798 0.0789709404571181 0 0.310622786571332 -0.194643728163533 0 0 0 0 0 0.37274931920767 0 0 0 0 -0.00508123623125033 0.0899375025738365 0 0 0.0974545998121371 0 0 0.0372446798278565 0.255131334787603 0 0 0 0.00224918913765812 0.0218863886365473 0 0 0.543049884598567 0 0 0.522905865957755 0 0 0 0 0 0 0.0970931848806539 0 0 0.0611629322752938 0 0 0 0.318300538169397 0 0 0 0 0 0.568388456203076 0 0 0 0 0 0 0 0 0 0.304017883544349 0.102724268202456 0 0 0.162613553663503 0 0 0 0 0 0 0.0450803899034936 0.00837312517219875 0 0 0.0577959535789761 0 0.12783398651892 0 0 0.00634491859502785 0 0 0 0 0 0 0 0.0654348145733966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.249260231549672 0.0948327498830377 0 0 0 0 0 0 0 0 0 0.0770546053965764 0 0 0 0 0 0 0.0213813347388719 0.05365121661082 0 0 0.0470249574133754 0 0 0 0 0 0 0 0 0.0906746190796689 0 0 0.0730157180810433 0 0 0.214805500249182 0 0 0 0.0697503622255711 0 0 0 0 0
IGHA1 0.00655988105421174 0 0 0 0.121979738179945 0 0 0 0 0.21168227503546 0.152624849187602 0 0 0 0.232899261630395 0.0218371802112312 0.235976497786308 0 0.242774704832941 0.0833520893024443 0.0375892544421469 0.067332356894196 0 0 0 0.417333497006174 0 0 0.297776233514162 0 0 0.238542867387337 0.0396927620633136 0.0651700207522369 0 0 0 0.0779694356595677 0 0 0 0.0879996222930152 0.130018485737024 0.0792189542156845 0.0402393687548463 0 0 0 0 0 0 0 0 0 0 0 0.0687373626129104 0.0024151331110873 0.0161731246666183 0.299115551403458 0 0.00698170512956251 0 0 0 0 0 0.0998857212472017 0 0 0 0.0364664709390108 0 0.0620370819844964 0 0 0.150173974008969 0 0 0.0296784316972649 0 0 0.00110792803015003 0.100346257009478 0 0 0 0 0 0 0 0.23898627392521 0 0 0 0 0 0 0 0 0.0164160865193991 0 0.0232042248230908 0 0 0 0 0 0.171216487791376 0 0 0.224258163748502 0 0 0 0 0.156972033228337 0 0 0 0 0 0 0.351702494448105 0.0748946190667743 0.20660441437948 0 0.0076471635890045 0 0 0 0 0 0 0.273978188597526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003522050735465 0 0 0 0 0 0 0 0 0.180448167692819 0 0 0 0 0 0 0 0 0
IGHG1 0 0 0 0 -0.0429216778179953 0 0 0 0 0 0 0 0 0 0 0 -0.147460707973031 0 0 0 0 0 0 0 0 0 0 -0.070779784302818 0 0 -0.0835302531825476 0.208327755585236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0463069868685145 0 0 0 0 0 -0.12551645889344 -0.247876010670339 0 0 0.0064814967546235 0 0 0 0 0 0 0 0 0 -0.0613269345998856 0 0 0 0 0 0 0 0 -0.0426249666815315 0 0 0.126771534987913 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.411682768504315 0 0 0.11791477769803 0 0 0 0 0 0 0 0 0 -0.226072374979344 0 0 0 0 0 0 0 0 0 0 0 -0.63033793202338 0 -0.22864988842068 0 0 -0.255001252697978 0 0.0288433721187514 0 0 0 0 0 0 0 0 0 -0.768211027621022 -0.289672025249843 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MZB1 0.0378277810206117 0 0 0 0 0 0 0 0 0.0959712738433347 0 0 0 0 0.0609125508709342 0 0.0611110809118535 0 0.333163970342483 -0.193039389789848 0.0798729765020886 0.00208083575986244 0 0.0328530560719373 0.180837508529447 0 0 0 0.0304852512799502 0 -0.0538625200202942 0 0 0 0.0931274438060811 0 0.000792608013393026 0 0.104815847077027 0 0 0 0 0.112753882155285 0 0 0 0 0 0 0.38660800377741 0.234621944706397 0 0.00778137238365885 0.2937985590861 0.0695954881462848 0 0.0716859836702954 0.150327648119304 0.176647040093711 0 0 0 0 0 0 0 0.0178457102251835 0.0397778394368157 0 0 0 0.113745665999058 0 0.00142372470806438 0 0 0 0 0 0.0792965608492211 0 0.00956914331473019 0.185228824858157 0 0 0 0 0 0 0 -0.0666208635059453 0 0 0.0270157717963166 0.0275685016177845 0.00723146494467117 0 0 0 0 0 0 0 0 0 0 0.0153621934156644 0.142926623567985 0.104550882643484 0 0.0551157644071428 0 0 0 0 0 0 0.0679030299386103 0 0.0135554631626496 0 0 0 0 0 0 0 0.031657145691013 0.0979576747548711 0 0 0 0 0 0 0 0 0.0694503058679527 0 0.0195530509013276 0 0.0574974927256172 0.0536636713093257 0 0 0 0 0 0 0 0 0.106244111954002 0 0.0126636677036787 0 0.153098109400091 0.0313968323232901 0.0747659111324896 0 0.093226930358965 0 0.097988050241927 0.038306665226183 0 0.181960755321771 0 0.138412097759908 0 0
IGHG2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0915327616782112 0 -0.483664894503434 0 0.134446705821353 -0.32795610213287 0.0760855585188538 0 0 0 0 0.200172946341584 0.19428462815795 0 0 -0.0608145784796058 -0.219163825006557 0 0 0.0112124857756257 0 0.242589987759056 0 0.161169855857731 0 0 0 0 0 0 0 0 0.53547267921828 0 0 0.0897595280583667 0 0 0 0 0.131471961920278 0 0 0 0 0.0356135280283667 0 0 0 0.0320139870011331 0 0 0 0 0 0 0 0 0 0 0.00759228017435 0 0.625383778965171 0 0 0.0676350613507488 0 -0.121353977477337 0 0.285421007667978 0 0 0 0 0 0 0 -0.30832675443135 0 0 0 0 0 0 0 0 0.136794711558003 0 0 0 0 0 -0.220436122470101 0 0 0 0 0 0.140001026263114 0 0 -0.171767072590757 0 0 -0.250663868731291 0 0.232220113438363 0 0 0.0590246615717883 0 0.364870373413048 0.00420252713965038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.49669856491433 0 0 0 0.123134107771261 0 0 0 0 0
ITM2C 0 0 0 0 0 0 0 -0.0298247439990882 0 -0.0867396845195975 -0.0897838097967564 0 0 0 -0.0888958681674104 -0.0759660450163961 0.0123099367188561 0 0 -0.0655535908976118 0 0 0 0 0 0 -0.0167693835150485 0 0 -0.148873463842826 -0.00273058607721767 -0.145443204380703 0 0 0 -0.0677608669750931 -0.150038996544804 0 0 0 0 0 0 0 0 0 0 0 -0.102701951768136 0 0 0 0 -0.0668750820922047 -0.0713998992015437 0 0 0 -0.147596691287647 -0.0484314423285469 0 -0.0986486901351781 -0.0212935859213175 0 0 0 0 -0.0708676326663495 0 -0.0555522370207569 -0.0164130978267135 0 0 -0.225335593752072 0 0 -0.00252090791026474 0 0 0 0 -0.0477723128124177 0 0 -0.260137924173652 0 0 0 0 0 0 -0.0692732700535471 0 0 0 -0.0210924583569123 0 0 0 0 -0.0141066720245857 0 0 0 0 0 -0.159123571823185 0 -0.131232579945899 0 0 -0.0445820209779014 0 0 0 -0.0409270854312653 -0.0181264449673026 0 -0.0609877620490269 0 0 0 0 -0.0718297125011397 0 -0.1031369835056 0 0 0 0 0 -0.0558513713777469 0 0 -0.0727956007682811 0 -0.0238574635750921 0 0 0 -0.0354453093664952 0 0 -0.0285625096428877 0 0 0 0 0 -0.064109261251122 0 -0.0802905832001446 0 0 0 0 0 0 0 0 -0.0524460644672648 0 0 0 0 0 0 0 0 0
IGHA2 0 0 0 0 0 0 0 0 0 0.0143117619853552 0.133741160662 0 0 0 0.289377066513031 0 -0.101336562327129 0 0 0.0731325185480433 0.157589755632213 0 0 0 0 0.0246000263922561 0 0.188209067149141 0 0 0.357135147982559 0 -0.042011077649001 0 0.110318525290191 0 -0.0781896653015141 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0320920199210621 0 0 -0.00611213772329187 -0.0127201546992958 0 0 0 0 0.00251193914462171 0 0 0 0 0 0 0 0.0222858890910382 0 0 0 0 0 0 0 0 0.0923194980428618 0 0 0 0 0 0 0 -0.0759258479815944 0 0 0 0.0510842781600576 0 0 0 0 0.0553741842187631 0 0 0 0 0 0 0.0926067596120808 0 0 0 0 0 -0.0600725006920304 0 0 0 0 0 0 0 0 -0.147607836867694 0 0 -0.1641489487575 0 0.144048993205801 0 0 0.104144646970577 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0174125087301501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0972339671692376 0 0 0 0 0 0 0 0 0
IGLL5 0 0 0 0 -0.173985556509514 0 0 0 0 0 -0.0458927152355652 0 0 0 0 -0.17883804213667 -0.0637432759206372 -0.0296416220747423 0.161098041113965 -0.274333418007709 0 0 0 0 0 -0.104951002587373 0 -0.349994767636681 -0.0777953935932622 -0.0077906201701649 -0.171683892288077 -0.190060562716043 -0.11295794659386 0 0 0 -0.011604526226781 0 0 0 0 0 0 0 0 0 0 0 -0.0283828063615073 0 0 0 0 0 0 0 0 0 0 -0.192957668065029 0 0 0.0730784696564053 0 0 0 0 -0.0320783063414051 0 0 0 0 0 -0.0538539225441556 0 0 -0.345763068185234 0 0 0 0 -0.0866583454813436 0 0 0 0 0 0 0 0 0 -0.158356654248851 0 -0.100386739210182 0 0 0 0 0 0 0 0 0 0 0 0 -0.0969167844343459 0 0 0 0 0 0 0 0.00978976123910979 -0.0972482142421914 0 0 0 0 -0.102201119393161 0 0 0.0619954696892117 0 0 0 0 0 0 0 0 0 0 0 0.0638620436136631 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0723191262354359 0 0 0 0 0 0.0223511551822133 0 0 -0.00727530180015131 0 -0.0839293470509865 0 0 0 0 0 0 0 0 0
IGHG3 0 0 0 0 0.174172608926892 0 0 0 0 -0.166823069809743 0 0 0 0.0653941138088362 0 -0.215196088417154 -0.16268941635763 0.112149282817578 0.285259823494815 -0.00181504117279209 0 0.0112425089866807 0 0 0 0 0 0 0 0.008013253887449 -0.00851211279050673 0 0 0 0.0771611436367822 0.275810709948657 0 0 0 0 0 0 0 0 0 0 0 0 0.327641715942702 0 0 0 0 0 0.420038514981479 0 0 0 0 -0.0972192482009449 0 0 0.139452332162542 0 0 0 0 0.0711521624788016 0 0.0114228207173012 0 0 0 0 0.00732455781487505 0.386279409258256 0.0440877105837975 0 0.0759044163236111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.112350252824701 0 0 0.0829085832739425 0 0 0 0 0 0 0 0 0 0 0 0 0.0084971271628062 0 0 0 0 0 0 -0.0716066835774796 0 0 0 0.197163556438891 0.673488882223784 0 0.00369269070589964 0 0 0 0 0 0 0 0 0 0.570230749887323 0 0 0 0 0 0 0 0.0966971695751841 0 0 0 0.0272721308436148 0 0 0 0.143485206047764 0 0 0 0 0 0 0 0 0 0 0 0.0442230902405033 0.0699776138032644 0 0 0.0252480585943486 0 0
