"0005-anti-human-CD80" "0007-anti-human-CD274" "0008-anti-human-CD273" "0009-anti-human-CD275" "0161-anti-human-CD11b" "0021-anti-human-CD252" "0022-anti-human-CD137L" "0023-anti-human-CD155" "0024-anti-human-CD112" "0026-anti-human-CD47" "0027-anti-human-CD70" "0028-anti-human-CD30" "0031-anti-human-CD40" "0032-anti-human-CD154" "0033-anti-human-CD52" "0034-anti-human-CD3" "0046-anti-human-CD8" "0047-anti-human-CD56" "0050-anti-human-CD19" "0052-anti-human-CD33" "0054-anti-human-CD34" "0056-anti-human-CD269" "0060-anti-human-CD90" "0061-anti-human-CD117" "0062-anti-human-CD10" "0063-anti-human-CD45RA" "0064-anti-human-CD123" "0066-anti-human-CD7" "0070-anti-humanmouse-CD49f" "0071-anti-human-CD194" "0072-anti-human-CD4" "0125-anti-human-CD44" "0081-anti-human-CD14" "0083-anti-human-CD16" "0085-anti-human-CD25" "0087-anti-human-CD45RO" "0088-anti-human-CD279" "0089-anti-human-TIGIT" "0100-anti-human-CD20" "0101-anti-human-CD335" "0102-anti-human-CD294" "0123-anti-human-CD326" "0124-anti-human-CD31" "0127-anti-Human-Podoplanin" "0134-anti-human-CD146" "0135-anti-human-CD324" "0136-anti-human-IgM" "0138-anti-human-CD5" "0141-anti-human-CD195" "0142-anti-human-CD32" "0143-anti-human-CD196" "0144-anti-human-CD185" "0145-anti-human-CD103" "0146-anti-human-CD69" "0147-anti-human-CD62L" "0149-anti-human-CD161" "0151-anti-human-CD152" "0152-anti-human-CD223" "0153-anti-human-KLRG1" "0154-anti-human-CD27" "0155-anti-human-CD107a" "0156-anti-human-CD95" "0159-anti-human-HLADR" "0160-anti-human-CD1c" "0162-anti-human-CD64" "0163-anti-human-CD141" "0164-anti-human-CD1d" "0165-anti-human-CD314" "0166-anti-human-CD66b" "0167-anti-human-CD35" "0168-anti-human-CD57-R" "0169-anti-human-CD366" "0170-anti-human-CD272" "0171-anti-humanmouserat-CD278" "0174-anti-human-CD58" "0175-anti-human-CD96" "0176-anti-human-CD39" "0177-anti-human-CD178" "0179-anti-human-CX3CR1" "0180-anti-human-CD24" "0181-anti-human-CD21" "0185-anti-human-CD11a" "0186-anti-human-IgA" "0187-anti-human-CD79b" "0189-anti-human-CD244" "0196-anti-human-CD235ab" "0205-anti-human-CD206" "0206-anti-human-CD169" "0207-anti-human-CD370" "0208-anti-human-XCR1" "0215-anti-human-CD268" "0217-anti-human-CD54" "0218-anti-human-CD62P" "0224-anti-human-TCRab" "0245-anti-human-CD106" "0246-anti-human-CD122" "0247-anti-human-CD267" "0353-anti-human-CD41" "0355-anti-human-CD137" "0356-anti-human-CD254" "0358-anti-human-CD163" "0359-anti-human-CD83" "0360-anti-human-CD357" "0362-anti-human-CD309" "0363-anti-human-CD124" "0366-anti-human-CD184" "0367-anti-human-CD2" "0368-anti-human-CD226" "0369-anti-human-CD29" "0370-anti-human-CD303" "0371-anti-human-CD49b" "0373-anti-human-CD81" "0374-anti-human-CD98" "0375-anti-human-IgGFc" "0384-anti-human-IgD" "0385-anti-human-CD18" "0386-anti-human-CD28" "0387-anti-human-TSLPR" "0389-anti-human-CD38" "0390-anti-human-CD127" "0048-anti-human-CD45" "0392-anti-human-CD15" "0393-anti-human-CD22" "0394-anti-human-CD71" "0395-anti-human-B7H4" "0396-anti-human-CD26" "0397-anti-human-CD193" "0399-anti-human-CD204" "0400-anti-human-CD144" "0402-anti-human-CD1a" "0406-anti-human-CD304" "0407-anti-human-CD36" "0420-anti-human-CD158" "0437-anti-mousehuman-CD207" "0576-anti-human-CD49d" "0577-anti-human-CD73" "0590-anti-human-CD305" "0591-anti-human-LOX1" "0592-anti-human-CD158b" "0594-anti-human-CD133" "0597-anti-human-CD209" "0599-anti-human-CD158e" "0600-anti-human-CD158f" "0801-anti-human-CD337" "0802-anti-human-CD336" "0828-anti-human-CD307d" "0829-anti-human-CD307e" "0830-anti-human-CD319" "0055-anti-human-CD138" "0853-anti-human-CLEC12A" "0863-anti-human-CD257" "0867-anti-human-CD94" "0870-anti-human-CD150" "0895-anti-mousehuman-Mac2" "0896-anti-human-CD85j" "0897-anti-human-CD23" "0899-anti-human-HLAA2" "0901-anti-human-GARP" "0902-anti-human-CD328" "0908-anti-human-TCRVb13.1" "0920-anti-human-CD82" "0944-anti-human-CD101" "0985-anti-human-CD360" "1046-anti-human-CD88" "1047-anti-human-HLAF" "1048-anti-human-NLRP2" "1051-anti-human-Podocalyxin" "1052-anti-human-CD224" "1056-anti-human-CD258" "1057-anti-human-DR3"
"SYNE1" 0 0 0 0 0.0317698170762215 0 0 0 0 0 0 0 0 0 -0.0227103287898208 0 -0.104542794047695 0 0.0571285927188155 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0278482856432621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.211777434789381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0824696433751834 0 0 0 0 0 0 0 0 0 0 0.0633821314655951 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00771542089083337 0 0 0 0 0 0 0 -0.00804372057580161 0 0.0148744052175518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.044935847421617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00246805669630185 0 0 0 0 0 0 0 0 0 0 0
"DSTN" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0466192028348344 0.238311301070028 0 0.00931296021808427 0 0 0 0 0 0 0 0 0 0 -0.0291018768656523 0 0 0 0 0.256502052678092 0 0 0.019412845563151 0 0 -0.00297440881178974 0 -0.0106664202731842 0 0 0 0 0 0 -0.00618580068197888 0 0 0 0 0 0 0 0.11620343236031 0 0 0.00905378525343505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0284755891806957 0 0 0 0 0 0 0 0 0 0 0 0.0151219968780385 -0.238120144202742 0 0 0 0 0 0 0.0075896872966149 0.147935191250032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.149422404142661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.238304033834976 0 0.0655121542902696 0 0 0 0 0 0 0 0 0
"SYTL3" 0 0 0 0 0.0607134107132922 0 0 0 0 0.0294939670742605 0 0 0 0 0 0 -0.000201128749544188 0 0 0 0 0 0 0 0 0 0 0.0342716055797994 0.000800298179437496 0 0.259431570540655 0.00853659920269589 0.0148350008247701 0.256599780342329 0 0 0 0 0 0.0760679466478574 0.0399677721226448 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00131133906051616 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0121442054153126 0 0 -0.0501041972436045 0 0 0 0 0.000954795753364238 0 0.0086763114457256 0.0283644004054648 0.00264019818508953 0 0.0469723391110218 0 0 0 0 0.0411544873577187 0 0.0240280006877756 0 0 0 0.210363006484245 0 0 0 0 0 0 0 0 0 0 0.0748955128621943 0.148166258141412 0.028695979805173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00972842568841137 0 0 0 0.0307256506170068 0 0 0 0.00506536898778245 0 0 0 0 0 0 0 0 0 0 0.0495086858043809 0 0 0.0471207291945694 0 0 0 0.0610848559363686 0 0 0 0 0 0 0 0 0 0 0
"CD8A" 0.00744620149974915 0 0 0.00176370005425583 0 0 0 0 0 0 0 0 0 0 -0.00825576087004128 0 0.162804878062909 0 0 0 0 0 0 0 0.00931952430309864 0 0 0.012451053399787 -0.0831047192556179 0 -0.0247507430525208 0 0 0 0 0 0 0 0 0 0 0 0.021081178666491 0.0150839742875903 0 0 0 0 0.00414303566883007 0 0 0 0 0 -0.00851573985183294 0 0 0 0 0 0.00430724772495199 -0.0122761557627027 0 0 0 0 0 0 0 0 0 0 0 0 0.00789426244911499 0 0 0.000167888981985474 0 0 0 0 0.00367709429483347 0.00716969784435535 0.0202391484322274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00704322762558853 0 0 0 0 0 0 0.0117429158162625 -0.0122524990380751 0 0 -0.00353103158212981 0 0 0 0 0 0 0 0 0.00376278443403001 0 0 0 -0.0301743212520112 0 0.00952934303767162 0.000114224240040682 -0.0123568686226248 0 0 0 0 0 0.002957418553757 0 0 0 0 0.00286404372837967 0 0 0 0 0 0 0 0 0 0.0047511860554676 0 0 0 0.0169213274713523 0 0.00154858236005589 0 0.00329991172596369 0 0 0 0
"CD8B" 0 0 0 0.000549263196653336 0 0 0 0 0 -0.0440422149406011 0.00386546846618482 0.0150717306338877 0 0 -0.0155700865016343 -0.0466569076557422 0.358183085133219 -0.0112957471687861 -0.00987523111319847 0 0 0.0094754374159801 0 0 0.00295585871722577 0 0 0.0714418759024732 0 0.0194398944335359 -0.412457999810194 0 0 0 0 0.018831709018913 0.010723997894188 0 0 0 0 0 0.0376429497827765 0 0 0 0 -0.00484946312046428 0 0 0 0 0.0134331680679596 -0.00939346587847832 0.00696259432647374 0 0 0 0 0 0.00279539134365805 0 0 0 0 0 0 0.158719764916309 0 0 0 0.00882197806794792 0.00700148435300196 0.00979343893282855 0 0.0333373026102494 0 0.0014124813061842 0.0170535569907084 0 0 0 0.0118948659923124 0.00526853904174347 0 0 0.00229687487796105 0 0 0.00598059851585842 0 0 0 0 0.00607402034670119 0.0132644644483422 0.00221874495932966 0 0 0 0 0 0 0 0 0 0.0353306905768784 0 0 0 0 0 0 0 0 0 0 0 -0.00699884279880578 0 0.00719898781654426 0 0 0 0.00386760785270319 -0.0326441883766395 0.00775709445687069 0.0133139408791882 0.00116718682760494 0.00076959735004581 0 0 0 0 0 0.0630400809674625 0 0 0 0 0 0 0.0183231144259184 0.00172354396771389 0 0.000931556317132723 0.00181825866063235 0.00119772785378411 0 0 0 0 0 0.00284141644694113 0.000400543316532586 0 0.00290525189035084 0 0 0.00209639448262479 0 0.147522305595744 0.000832066894773631 0.017667133651462 0.014706068870651 0 0 0 0.0130484831110277 0
"CTSW" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.127247186881516 0 0 0 0 0 0 0.0499017263118101 0 0 0 0 0 0 -0.115864434094807 0 0 0 0 0 0 0.000130380260363371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.090595347081171 0 0 0 0 0 0 0 0 0 0 0 0 0.0080814268882016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0201525831717964 0.0364546147032655 0 0 0 0 0 0 0.0355599845142579 0 0 0 0 0 0 0 0.100136585885868 0 0 0 0 0 0.00456630638028374 0 0 0 0 0 0 0.00110120541326356 0 0 0 0 0
"KLRD1" 0 0 0 0 0 0 0 0 0 -0.0525447466926612 0 0 0 0 0 0 0.135666246086291 0.00132243244447535 0 0 0 0 0 0 0 0.0428300862624752 0 0 0 0 -0.11412738662877 0 0 0 0 0 -0.0634948463943702 0 0 0 0 0 -0.00666826875037534 0 0 0 0 -0.0894439751759947 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0024879887018867 0 0 0 0 0 0.0948628782554369 0 0 0 0 0 -0.00565960560791377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0564743194336015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0306135030409068 0 0 0 0 0 0 0 0 0 -0.0746929148898355 0 -0.000590712739446818 0 0 0 0 0 0 -0.0340562353992357 0 0 0 0 0 0 0 0 0 0 0 0 0.00700414039410836 0 0 0 0 0 0 0 0 0 0 -0.00978673089494846 0 0.194460156084176 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LAG3" 0.0111688984072339 0.0585218346950571 0.0794516604684544 0.0157252527750529 0 0.0355986648155494 0.0504084502143867 0 0 0 0.0617067335486301 0 0.0181740368266237 0 0.0298096225353574 0.00171188545038921 0.127263827828819 0 0 0.0681531959259658 0.0491450244412468 0.0689910380839861 0 0 0.129479704175675 -0.0828023770892065 0.028185589613441 0 -0.019142212526388 0.0185050754326876 0 0 0.00284054217505758 -0.0893538172678169 0 0 0.0681376116124743 0.035691999040286 0.0195224893941508 -0.0287225428334421 0.0783670925539053 0 0.115653164748548 0.0680842435288005 0 0 0 0 0.113928571684178 0.00750691821533673 0 0.0218323650506908 0.0529560111672519 0.0234618411910207 -0.138938818546672 0.0429139144927413 0.0888427441322975 0.0746195958067001 0.103120177503038 0 0.0611473471336049 0 0.0305972788564958 0 0 0.0480086124608917 0 0.0915291325415162 0.0309797577319341 0 0.0953596235110718 0.0020963161705327 0.0890936729535857 0.0313622509577271 0.00277641577726811 0 -0.00411671792328988 0.0457021877160533 0.0522753847671768 0.00841683397783954 0 0 0.0868776818178162 0.0479420844781729 0.137169653544196 0 0.0322963109778922 0 0.0127812136586412 0.0183760851365576 0 0.0779409407201967 0 0.0521231374239518 0.0801064357910195 0 0.0643531205620944 0 0 0.048373507883351 0.0538420364221732 0.0349736363960679 0.0576350428261772 0 0.0671931154226563 0.0473969722815986 0.0656672877356003 0 0 0 0.0061574188381482 0.0205606923556544 0 0 0 0 0 0 0.0619202128245333 0 0 0 0.0393929485334648 0 0.034219089942564 0 0.0358236322529857 0.000737829059432743 0.0694795267535558 0.010014701489372 0 0.0212145261132344 0 0 0.141966833326825 0 0 0.0223114934630739 0 0 0 0.0247322757747619 0.0202621323340176 0 0.0705068332785528 0.0941700860303074 0 0.146656019842515 0.0740390146162784 0 0 0.0879618746269339 0.0507013937983247 0.0226848807695363 0.0166542273992755 0.0802531989999176 0.0809257831619414 0.0914418567811612 -0.0999953798124961 0.0899342642411313 0 0 0.000657167129656234 0.0332831572506323 0.0586812667730262 0.121980853118772 0.043624846265233 0.130865860015695 0.0789827874423662 0.00724299356534813
"HCST" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012798839445371 0 0 0 0 0.00280566006994004 0 0 0.0124701115423154 0 0 0 0.0747824009106112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0325697608643851 0 0 0 0 0 0 0.0100869532644924 0 0 0 0 0 0 0 0 0 -0.000878807737005129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0158514674663528 0 0.0169411829817254 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00172180784554393 0 0 0 0 0.0207614539390133 0 0 0 0 0 0 0 0 0 0 0 0
"CMC1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.114932367610417 0 0 0 0 0 0 -0.0136790828782275 0 0.0215446067334746 0 0.0447448197802843 0 0.0137128366695567 0.0656005699503973 -0.00480226921720536 0 0 0 0 -0.0319227485885342 0 0 0.0102046809343378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0493143597801403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0520889826077531 0 0 -0.0645764514412982 0 0 0 0 0 0 0 0 0 0 0.0457596652842979 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.169915898275065 0 0 0 0 0 0 0 0 -0.0209885411727469 0 0.032630608834439 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0685954757608115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000224326728983234 0 0 0 0.0494662117453004 0 0 0 0 0 0 0 0 0 0 0
"CD79A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0419721241673797 0.00572243699868565 0 0.140612851003501 0 0 0 0 0 0 0.00145954675530284 0 0.00931309899482657 0 0 0 0 0 0 0 0 0 0 0.0648960304485524 0 0 0 0 0 0 0 0 0 0 0 0.0461296726133821 0.0118111761452616 0 0 0 0 0 0 0 0 0 0 0 0.00090311516562848 0 0 0 0 0 0 0 0 0 0 0 0 0.0337648227841295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0282924707090011 0 0 0 0 0 0 0 0.0173519032598035 0 0 0 0 0 0 0 0.0250565528685771 0 0 0 0 0 0 0 0 0 0 0 0.00342501614356121 0 0.0111239405822854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A1" 0.0198195807166621 0 0 0 0.016115067566936 0.0126286789610734 0.0309907656297204 0 0 0.0501615529398394 0.00824498955260762 0.0326619122352696 0.0449903653992844 0 0.0531806506087118 0.153710990664315 0 0 0.366500325269467 0 0 0.0308466005865785 0 0.0161017609652377 0.0370314010554612 0.0557041222620694 0 0.028737175705361 0.00166154609058994 0.03547478554718 0.0617141681457405 0 0.0269476036073329 0 0 0.0183104906259876 0.000141906725955097 0.0370382946487015 0.287252774597911 0.00925112576648547 0.0443812642239188 0 0.0179208372602451 0.0912434114784128 0 0 0.0242454577416327 0.0921374028092403 0.0151202162544574 0.125015941968646 0.0984100569697227 0.114650641508968 0 0.0254530789113026 0.0176678696000994 0 0 0 0.0482134918355185 0 0.0576890821831496 0 0.000972133517598194 0.0740775609546282 0.000179470413319727 0 0 0 0.00990789806683809 0.190472080108796 0 0 0.114185872659845 0 0.0400923267026251 0.0145392263312785 0.00362713062082292 0.0278554108350493 0.0364102177578502 0.0857512423416007 0.0949437020979255 0.0326952381693739 0.0532283237013775 0.115846614844845 0.0522254665215588 0 0 0 0.0134672693052435 0.0325794143129709 0.00556792098834824 0.000714467700022606 0 0 0.0209248557178803 0.0190038177854411 0.0389839634107536 0 0 0 0.0223628502551851 0.0204452079990818 0.0129465994470139 0 0.0419499453143417 0.0208855461237248 0.12314219440304 0.0153194418196677 0.072616638647033 0 0 0.0505118520242064 0 0 0.107862866721359 0 0.0260185526880223 0 0 0 0.0637991943622831 0 0.116251822620905 0 0.026603950946817 0 0.0428713629767781 0.00031760712528834 0.0505835286795306 0.0458174577033045 0.00511778853057948 0 0 0 0.0491277512025322 0 0.105010275015704 0.0442333101968649 0 0 0.059974964996041 0 0.0482900894440682 0.0212796346362039 0 0 0.00697561747603664 0.0136526116741183 0.01774809792305 0 0 0.0413661398691869 0.0651237287093076 0.0348627641306302 0.0997373362614419 0.030162337212759 0.0236386975293647 0.0650814824201045 0.0339054703815415 0.00645625171133539 0.111544587127765 0 0.0443745411809406 0.0523114719751588 0.103125470920891 0.0221073857743179 0 0 0.0515423498345645 0
"CD74" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014307276971924 0 0 0 0 0.00485688433841713 0 0 0 0 0 0 0.00249049826440372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.095642147745705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0134062326857664 0 0 0 0 0 0 0 0 0 0 0 0 0.0023610280498595 0 0 0 0 0 0.00865214401003241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000281813691606771 0 0 0
"BANK1" 0 0 0 0 0 0 0 0 0 4.05871667864832e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0276745553202877 0 0 0 0.00960836674620312 0.00755493888635574 0 0 0 0 0 0 0 0 0 0 0 0.00397196542103262 0 0 0.00194821867811416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0633339267447266 0 0 0 0 0 8.86038925209869e-05 0 0 0 0 0.0412759609964603 0 0 0 0 0 0 0.000802485934676345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107764490147092 0.116089310263716 0.0497826879178256 0 0 0 0 0 0.0476666366864792 0 0 0 0 0 0 0 0.0282019996019044 0 0 0.00109529036014757 0 0 0 0 0 0 0 0 0 0 0.112394459508421 0 0 0 0 0 0 0.00724831713717579 0 0 0 0 0 0 0 0.0752705717950422 0.0253699682125661 0 0 0 0 0.0238003873080209 0 0 0 0 0 0 0 0 0 0 0.00541578213118648 0
"HLA-DQA1" 0 0 0 0 0 0 0 0 0 0 0 0 0.00477849689834952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0741736386737328 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0468097534968047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00144956791304163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HLA-DRA" 0 0 0 0 0 0 0.00336432541322211 0 0 0 0 0.00872358018924973 0.0207253239632123 0 0 0 0.00206655076173426 0 0.0932518677970424 0 0 0.001158370129906 0 0.00634842579082459 0 0 0 0 0 0 0 0 0.0101627637164705 0 0 0 0 0.0220699987183288 0.0107378795913332 0 0.00377440293618253 0 0 0 0 0 0 0 0 0.111333428859883 0 0.0239627730300547 0 0 0 0 0 0 0 0 0.0116524754219064 0.0279253193307928 0.0618730531706535 0 0 0 0.0287155864638105 0 0 0.0786004004691545 0 0.00783216085750425 0.0133752790537478 0.0138365039937895 0.0164963705880659 0 0.0280993080769938 0 0 0 0.0324618139557196 0.0146921836263471 0.0121311586949723 0 0 0 0 0 0 0 0.0126509188841948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0372398696722346 0 0 0 0 0 0 0 0 0.0109874102916866 0 0 0.0330375132576457 0 0.0323288723631667 0 0.000827725247825266 0.0211502798085456 0 0 0 0.00925630854505279 0.0149724214372278 0 0 0 0.012186614989862 0 0.000277878963735127 0 0 0 0 0 0 0 0 0 0 0.000336494914480705 0 0 0 0.00522956714585861 0 0.0257228058801897 0 0.000681592019023252 0.0256003926793836 0.0255116140563855 0 0 0 0 0 0 0 0.00913711205964531 0 0 0 0 0 0
"EZR" 0 0.02282279446079 0 0 0 0.0109824317838991 0 0 0 0 0.048207309315803 0.00616956393698231 0 0 0 0.0214035908937307 0.257541388337446 0 0.028270550235591 0 0 0 0 0.0279358253487379 0 -0.11539699805049 0 0 0.0469652427052997 0.310048178406183 -0.070783802488046 0 0 0 0.00554084772197915 0.118606736581892 0.096158307767028 0.0730366082392456 0 0 0.0576964324841519 0 0 0 0 0 0 0.102340073103959 0 0 0 0 0 0.0181158615927235 0.0554146273888406 0 0 0 0.429736376549642 0 0.00126966583449721 0 0 0 0 0 0 0.0982079513693649 0 0 0 0 0 0.00439764240569778 0.0607893182612883 0.0403973642385665 0.0293808650565218 0.0207797275067559 0 0.00278178308849744 0 0.0300310104663258 0 0.0150011222028113 0 0 0 0 0 0 0 0.0705609828192453 0 0 0 0.00309300889446509 0 0 0 0 0 0 0 0 0 0 0.0309549914652606 0.102276106998188 0.145162464318843 0 0 0 0.0118218014033814 0 0 0 0.0563778630437922 0 0 0 0.0283059085142708 0 0 0 0 0 0 0 0 0.0350831339498883 0 0 0 0 0 0 0 0 0 0 0.0142886451258147 0 0 0 0 0.0308111746989391 0 0 0 0 0 0 0.0533256033768218 0 0.0817380084855469 0 0 0.067393085164012 0 0 0.229226284749435 0 0 0 0 0 0 0.0611256756510841 0 0
"RALGPS2" 0 0 0 0 0 0 0 0 0 0.000935969359839753 0 0 0 0 0.0361001835236144 0 0 0 0.186525616048308 0 0 0 0 0 0 0 0 0 0 -0.0207618578622288 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0505142680539544 0 0 0.10362980678303 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0530404785831749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0682841249977236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HLA-DQB1" 0 0 0 0 0 0 0 0 0 0 0 0.0236365862281176 0.0303345552999085 0 0 0.0419109529984074 0 0 0.0323088860094105 0 0 0 0 0 0 0 0 0 0 0 0.0196582364741375 0 0 0 0 0 0 0 0.00732731166229656 0 0 0 0 0 0 0 0 0 0 0.116013981905692 0.0666591063993461 0 0 0 0 0 0 0 0 0 0 0.0178944923842208 0.0691408085831241 0 0 0 0 0 0 0 0 0 0.0188325597505462 0 0 0 0.105045912543748 0 0 0 0 0.00532098880630995 0 0 0 0 0 0 0 0 0 0.0317103845426653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00286423032917698 0 0 0 0 0 0 0 0.0378792713741885 0 0 0 0 0 0 0 0.0231961046253253 0 0 0 0 0 0 0.00430854807436852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0103409491067422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HLA-DPB1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0495722961872981 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0232717517488181 0 0 -0.00342825225113132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000502986127905683 0 0.000805557995992104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0443409728292411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LINC00926" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.197280478997485 0.000257434395959434 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
