0005-anti-human-CD80 0007-anti-human-CD274 0008-anti-human-CD273 0009-anti-human-CD275 0161-anti-human-CD11b 0021-anti-human-CD252 0022-anti-human-CD137L 0023-anti-human-CD155 0024-anti-human-CD112 0026-anti-human-CD47 0027-anti-human-CD70 0028-anti-human-CD30 0031-anti-human-CD40 0032-anti-human-CD154 0033-anti-human-CD52 0034-anti-human-CD3 0046-anti-human-CD8 0047-anti-human-CD56 0050-anti-human-CD19 0052-anti-human-CD33 0054-anti-human-CD34 0056-anti-human-CD269 0060-anti-human-CD90 0061-anti-human-CD117 0062-anti-human-CD10 0063-anti-human-CD45RA 0064-anti-human-CD123 0066-anti-human-CD7 0070-anti-humanmouse-CD49f 0071-anti-human-CD194 0072-anti-human-CD4 0125-anti-human-CD44 0081-anti-human-CD14 0083-anti-human-CD16 0085-anti-human-CD25 0087-anti-human-CD45RO 0088-anti-human-CD279 0089-anti-human-TIGIT 0100-anti-human-CD20 0101-anti-human-CD335 0102-anti-human-CD294 0123-anti-human-CD326 0124-anti-human-CD31 0127-anti-Human-Podoplanin 0134-anti-human-CD146 0135-anti-human-CD324 0136-anti-human-IgM 0138-anti-human-CD5 0141-anti-human-CD195 0142-anti-human-CD32 0143-anti-human-CD196 0144-anti-human-CD185 0145-anti-human-CD103 0146-anti-human-CD69 0147-anti-human-CD62L 0149-anti-human-CD161 0151-anti-human-CD152 0152-anti-human-CD223 0153-anti-human-KLRG1 0154-anti-human-CD27 0155-anti-human-CD107a 0156-anti-human-CD95 0159-anti-human-HLADR 0160-anti-human-CD1c 0162-anti-human-CD64 0163-anti-human-CD141 0164-anti-human-CD1d 0165-anti-human-CD314 0166-anti-human-CD66b 0167-anti-human-CD35 0168-anti-human-CD57-R 0169-anti-human-CD366 0170-anti-human-CD272 0171-anti-humanmouserat-CD278 0174-anti-human-CD58 0175-anti-human-CD96 0176-anti-human-CD39 0177-anti-human-CD178 0179-anti-human-CX3CR1 0180-anti-human-CD24 0181-anti-human-CD21 0185-anti-human-CD11a 0186-anti-human-IgA 0187-anti-human-CD79b 0189-anti-human-CD244 0196-anti-human-CD235ab 0205-anti-human-CD206 0206-anti-human-CD169 0207-anti-human-CD370 0208-anti-human-XCR1 0215-anti-human-CD268 0217-anti-human-CD54 0218-anti-human-CD62P 0224-anti-human-TCRab 0245-anti-human-CD106 0246-anti-human-CD122 0247-anti-human-CD267 0353-anti-human-CD41 0355-anti-human-CD137 0356-anti-human-CD254 0358-anti-human-CD163 0359-anti-human-CD83 0360-anti-human-CD357 0362-anti-human-CD309 0363-anti-human-CD124 0366-anti-human-CD184 0367-anti-human-CD2 0368-anti-human-CD226 0369-anti-human-CD29 0370-anti-human-CD303 0371-anti-human-CD49b 0373-anti-human-CD81 0374-anti-human-CD98 0375-anti-human-IgGFc 0384-anti-human-IgD 0385-anti-human-CD18 0386-anti-human-CD28 0387-anti-human-TSLPR 0389-anti-human-CD38 0390-anti-human-CD127 0048-anti-human-CD45 0392-anti-human-CD15 0393-anti-human-CD22 0394-anti-human-CD71 0395-anti-human-B7H4 0396-anti-human-CD26 0397-anti-human-CD193 0399-anti-human-CD204 0400-anti-human-CD144 0402-anti-human-CD1a 0406-anti-human-CD304 0407-anti-human-CD36 0420-anti-human-CD158 0437-anti-mousehuman-CD207 0576-anti-human-CD49d 0577-anti-human-CD73 0590-anti-human-CD305 0591-anti-human-LOX1 0592-anti-human-CD158b 0594-anti-human-CD133 0597-anti-human-CD209 0599-anti-human-CD158e 0600-anti-human-CD158f 0801-anti-human-CD337 0802-anti-human-CD336 0828-anti-human-CD307d 0829-anti-human-CD307e 0830-anti-human-CD319 0055-anti-human-CD138 0853-anti-human-CLEC12A 0863-anti-human-CD257 0867-anti-human-CD94 0870-anti-human-CD150 0895-anti-mousehuman-Mac2 0896-anti-human-CD85j 0897-anti-human-CD23 0899-anti-human-HLAA2 0901-anti-human-GARP 0902-anti-human-CD328 0908-anti-human-TCRVb13.1 0920-anti-human-CD82 0944-anti-human-CD101 0985-anti-human-CD360 1046-anti-human-CD88 1047-anti-human-HLAF 1048-anti-human-NLRP2 1051-anti-human-Podocalyxin 1052-anti-human-CD224 1056-anti-human-CD258 1057-anti-human-DR3
TRBV7-2 0 0 0 0 0.00747696535367844 0 0 0 0 -0.00615018078118198 0.0127812809370838 0 0 0 0 0 -0.012521777785472 0 0 0.0216750826939938 0 0 0 0 0 0 0 0 0 0 -0.00799727995994037 0.00351878458320043 0 0.0113902390594383 -0.00716760339917374 0 0.00406544874704036 0 0 -0.00271605655040608 0 0 0 0 0 0 0 -0.0352197876527208 0.00432956337054528 0.00981647455702518 0 0 0 0 0.0387292935454927 0 0 0 0 0.00676315193231518 0 0.0134106820173405 0 0 0 0 0 0 0 0.0104321613372076 0 0 0 0.0144707256584773 0 0 0 0 0.00477005473195749 0.00274879749007841 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00727832843715829 0 0 0 0 0.0115546573665659 0 0 0 0 0 0 0 0.010062373922215 0 0 0 0 0 0 0 0 -0.0105291762582773 0 0 0 0 0 0 0 0 0 0.0183406115563324 0 0 0 0 0 0 0 0 0 0 0.0247702119772386 0 0 0 0.00442092429088727 0 0 0 0 0 0 0 0 0.0187460667333999 0 0 0 0 0 0 0 0 0.0159291898402754 0 -0.00761652812367797 0 0 0 0 0 0 0.0104155718864857 0 0
S100A8 0 0 0 0 0.115907749353327 0 0 0.00223341320601596 0 0.0241085634536504 0 0 0 0 0 0.0874841371434686 0.00157390228453332 0 0 0.0735798253823672 0 0 0 0 0.00455156634434994 0 0 0.0555827741656412 0 0.0351151288628019 0.035203535462809 9.44640128462339e-05 0.0563727658132847 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0211512706294598 0 0.0254773928269631 0 0 0 0 0.0545353085548529 0 0 0 0 0.00619882834047141 0 0.00378146156334201 0 0 0.0422144286870473 0 0 0.0183035892756655 0.0351839401727386 0.0587678959155752 0 0 0 0.00884999853283164 0.0074337665450125 0 0.0322877378248618 0 0 0 0 0.0112290915709951 0 0 0.0426276822093045 0 0 0 0 0 0 0 0.0177866364692902 0.0139210749805829 0 0 0 0.00581409947693082 0 0 0 0 0 0 0 0 0.0555465965861931 0.00972379934060948 0.0127364192249126 0 0.00676317495224012 0 0 0 0 0.0573770674275495 0 0 0.0379857375669067 0 0 0.0116919958244681 0 0 0 0 0 0 0 0 0 0.0215524030082439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0239033077024609 0 0 0 0 0 0 0 0.000781998480069337 0.022811659713419 0 0.0360229354144812 0 0 0 0 0 0 0.0105706738024356 0 0
IGLV3-21 0 0 0 0 -0.0517924639291336 0 0 0 0 -0.012458880786944 0 0 0 0 0 0.0186136770026596 0 0 0 -0.00712017523487301 0 0 0 0 0 0 0 0.00265597334573308 0 0 0 -0.0173426403541636 -0.0198991668151443 0 0 0 -0.0105652557360336 0 0 -0.0365545441744507 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0173983683302292 0.0207324007172348 0 -0.00863789882189403 0 0 -0.0456835447769791 0 0 0 0 0 0 0 -0.0633623569380405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0193062332346175 0 0 0 0 0 0 -0.0288647520581073 0 0 0 -0.0520674911933025 0 0 0 0 0 0 0 0 0 0 -0.0316019437572886 -0.00900410551765495 0 0 0 -0.0740554491255376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0147471815129856 0 0 0 0 -0.00964544079443215 0 0 0 0 0 0 0 0 -0.0165905046572423 0 0 0 0 0 0 0 0 0 0 -0.00860415010616887 0 0 0 0 0 0 0 0 0
IGHV1-46 0 0 -0.00608844996952216 0 0 0 0 0 0 0.0213559555426639 0 0 0 0 -0.00388766509444097 0.0676908390702888 -0.0095986117357922 0 0 0 0 0 0 0 0 0 0 0.0813459878645347 0 0.133283018357434 0.0591671023394164 0.0626652603235715 0 0 0 0 0 0 0 -0.0104264177083768 0 0 0 0 0 0 0 0.00790985290807693 0 0 0 0 0 0 0.0218032539890309 0 0 0 0 0 0 0 0 0 0 0 0 0.0113746757187089 0 0.00584478374891758 0 0 0 0.162597851865636 0 0 0 0 0 0 0 0 0 0 0.0246452097745219 0 0 0 0 0 0 0 0 0.120101128864371 0 0.0154574005582447 0 0 0.0350648474193414 0 0 0 0 0 0 0 0.0992167527946141 0 0 0 0 0.0119872599800657 0 0 0 -0.0409634079534635 0.0747203850166721 0 -0.128193768649433 0 0 0 0 0.149719330369093 0 0.0337704341805677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0127831390924415 0 0 0 0 0 0 0 0 0
IGHV3-48 0 0 0 0 -0.0624414558954493 0 0 0 0 -0.0577330368116917 -0.0247206760064314 0 0 0 -0.0168107190177304 0 -0.0185141480634235 0 0.0255181125628623 0 0 0 0 0 0 0 0.00160153519762758 -0.14986232366547 -0.0213784576814866 0 -0.0760100874146835 0.0236262439342035 -0.0233045035954466 -0.00515381894804241 0 0 -0.0288822183960083 0 0 0 0 0 0 0 0 0 0 -0.0444297797414876 0 0 0 0 0 -0.0105491412551697 0 0 0 0 0 -0.0280679433124397 0 -0.0245867913610334 0 0 0 0 0 0 0 0 0 0 0 -0.0433817137420024 0 0 0 0 0 0 0.0522116945522429 -0.00552550016074954 0 0 0 0 0 0 0 0 0 0 0 -0.0191636573699544 0 0 0 0 0 0 0 0 0 0 0 0 -0.0272179900879237 -0.071849149698115 -0.011428827849329 0 0 -0.053089938088809 0 0 0 -0.0271433844455271 0 0 -0.0648364719120379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00398085499977216 0 -0.0127169486385015 0 0 0 0 0 0 0 0 0
SEC11C 0 0 0 0 -0.000735015447215988 0 0 -0.0241451521491635 0 -0.145184325777395 0 0 0 0 0 0 0 -0.00249530757158362 0 0 0 0 0 0 0 -0.412764972343622 -0.0868966498369327 -0.403999178618605 -0.130355634469127 1.09202616785028e-06 0.668104723268055 0 -0.0464315721714898 -0.0319239890153144 0 0 0 0 0 -0.196340520977018 0 0 -0.16413741339457 0 0 0 0 0.737419792187144 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0548182086229035 0 0 0 0 0 -0.104591156548259 0 0 0 0 0 0.257218537049474 0 0 0 0 0 0 0 -0.0777963089082221 0 0 -0.137052488291469 0 0 0 0 0 0 0 0 -0.0621543677134647 0 0 0 0 -0.0216681026979916 0 0 0 0 0 0 0 0.269502259926739 0 -0.0703332376491734 0 0 0 0 0 0 -0.0159584123491398 0.000684169328112071 0 -0.0708856148813972 0 -0.027208123235003 0 0 0 0 0 0 -0.0306202991306715 0 0 0 -0.0733385392930813 0 0 0 0 -0.28301534720256 0 0 0 0 0 0 0 0 0 0 0 0 -0.0128740164293711 0 -0.200764899116682 0 0 0 0 0 0 -0.281949313431633 0 0.0453322326562651 0 0 0 0 0 0 0 0 0
IGLV2-8 0 0 0 0 0 0 0 0 0 0.0190162863981882 -0.023522361738271 0 0 0 0 -0.0310458430727638 -0.0391901727699864 0 0.0243588726070693 -0.0625270998004777 0 0 0 0 0 0 0 -0.0927278598109108 -0.0768462271292277 -0.052139425620323 -0.037472035820587 0 0 0 -0.0266632111264052 0 -0.0649623032745812 0 0 0 0 0 0 0 0 0 0 -0.138306553072173 0 0 0 0 0 0 0.0896907706267348 0 0 0 0 -0.00211582213269914 0 0 0 0 0 0 0 -0.0254571510428762 0 0.00326133525286763 0 0 0 -0.00407883107827576 0 0 0 0 0 0 0 -0.00235561468805572 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0151587844163901 0 0 0 0 0 0 0 0 0 0 0.0339161754494946 -0.0482196952986036 0 0 0 0 0 0 0 -0.0796557440395005 0 0 -0.0305245819203367 0 -0.0387400085082685 0 0 0.092202225499514 0 0 0 0 0 0 0 0 0 0 0.0406436157877196 0 0 0 0 0 0 -0.0228653518869914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0295886794434739 0 0.0110180446748281 0 0 0 0 0 0 0 0 0
IGKV1-5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.018069443072933 0 0 0 0 0 0 0 -0.000942010647232865 -0.0404321961623728 0 0 -0.043090731150509 0.00929746807112938 0 0 0 0 0 0 0 -0.00927936821431763 0 0 0 0 0 0 0 -0.00428979249181971 0 0 0 0 0 0 0 0 -0.00922611312874424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00550664116113421 0 0 0 0 -0.0342364871871218 0 0 0 0 0 0 0 0 0 -0.0138047856600754 0 -0.0274590419072506 0 0 0 0 -0.0276665653876474 0 0 0 0 0 0 0 -0.0183520336302966 0 0 0 0 0 0 0 0 -0.0126960105429448 0 0 -0.0190382189906427 0 0.00195949839451508 0 0 0.0264293078794117 0 0 0 0 0 0 0 0 0 0 -0.0107466617006645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0012745800148344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRBV4-1 0 0 0 0 0 0 0 0 0 0.0142894838689445 0 0 0 0 0.0137091225160326 0.000810680048493784 0.0153104343973057 0 0 0 0 0 0 0 0 0.00505959322086693 0 0 0.00812190835538688 0.00411087315038787 0.00627106553121806 0.00701872729098499 -0.00546401360877912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00928327911905975 0 0 0 0 0 0.00628673676743108 -0.0186527154328872 0 0 0 0.0124919184163901 0.00741433138124426 0 0.0107675405800455 0 0 0 0 0 0 0 0 0 0 0 0.00186150123463103 0 0 0 0 0 0 0 0.000629790343590896 0 0 0.00888155184954457 0 0 0 0 0 0 0 0 -0.0147328915658252 0 0 0 0 -0.00157458885989362 0 0 0 0 0 0 0 0.00780462652064453 0.0149504797803357 0 0 0 0.00388556656276158 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00857092325489031 0 0.00452293074007096 0 0 0 0.000133419634159037 0 0 0 0 0 0 0 0 -0.00207201326651911 0 0.0188626053088909 0 0 0 0 0 0 0 0 0.0286223257330829 0 0 0 0 0 0 0 0 0
IGHV4-59 0 0 0 0 0 0 0 0 0 -0.0119116150291655 0 0 0 0 0 0.00120025968228701 -0.0431333269001511 0 0 0 0 0 0 0 0 0 -0.00326478320758218 0.126386656947022 0 0 0.0247236375387282 0 -0.00940466908795022 -0.0207974731112305 0 0 0 0 0 -0.0137512506705108 0 0 0 0 0 0 0 0.0735708255142108 0 0 0 0 0 0 0 0 0 0 0 -0.0209404419901683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0138524802431453 0 0 0 0 0 0 0 0 0 -0.103406927878226 0 -0.028741018289416 0 -0.0410566450499736 0 0 0 0 0 0 0 0 0 0 0 -0.0150644793831413 -0.0042292541455743 0 0 0 0 0 0 0 -0.0217474029275686 0 0 0 0 0 0 -0.0770003713205188 0 -0.0154957866293661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0170956741508878 0 0 -0.0237429388129835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0052530785096665 0 0 0 0 0 0 0 0 0 0 0
S100A9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0385392762767751 0 0 0 0 0 0 0 0 0 0 0 0 0.000282140310107543 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00504348025791694 0 0 0 0 0.00460545037755613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0136264464759758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0134778139565606 0 0 0 0 0 0 0 0 0.00110910617659013 0 0 0 0 0 0 0 0 0 0 0
S100A12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0094681753293424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LYZ 0 0 0 0 0.028547283461343 0 0 0 0 0 0 0 0 0 0 0.0626165164724097 0 0 0 0.122585635045163 0 0 0 0 0 0 0 0 0 0 0.00562930774380157 0 0.0252790886120379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0801250176798459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0162075132688904 0 0 0 0 0 0 0 0 0.109827916947415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.067685781143144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0944110526800717 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00697733073857348 0 0
FCN1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00732822089677979 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
VCAN 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0154256932560188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017959872082885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MAFB 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0869947908082485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.147258360008097 0.00300155943179548 0 0 0 0 0.0468870368081493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.009114594115058 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CD14 0 0 0 0 0 0 0 0 0 -0.0537982427094486 0 0 0 0 -0.0442577522263387 -0.0278327256811944 -0.101982637582308 0 0 0 0 0 0 0 0 0 0 -0.00116177488404299 0 0 -0.0413091256679751 0 0 -0.146391873959131 -0.0329164053339056 0 0 0 0 -0.0188497012658609 0 0 0 0 0 0 0 -0.112566089325268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00279690350724784 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0371404403102076 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0171049124650836 0 0 0 0 0 0 0 0 0 0 -0.145912217092721 0 0 0 0 -0.0120528119983786 0 0 0 0 0 0 0 0 0 0 0 -0.0752721556103987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000984375091959047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DUSP6 0 0 0 0 0.220143165165331 0.00343180210235249 0 0 0 0 0 0 0 0 0 0 -0.00329869274983098 0 0 0.104880544088545 0 0 0 0 0 0 0 0 0.00151058971968116 0 0.0508647032864319 0.0800606281610595 0.0699069245495841 0 0 0 0.0395828900336325 0 0 0 0 0 0 0.00282154348795858 0 0 0 0 0 0.118399729459594 0 0 0 0 0 0 0 0 0 0 0 0.00559336926788094 0 0 0 0 0 0.0484104993931916 0.0734080818913215 0 0 0 0 0 0 0 0.0316588401218657 0 0.00914242658381592 0 0 0.00903094890644059 0 0 0.0494083293168409 0 0 0 0 0 0 0.00858219576152396 0.111769293374986 0 0 0 0 0.152052968183423 0 0 0 0 0 0 0 0 0 0 0.0493653473674066 0 0.0810004909983748 0 0 0 0 0.137154879356424 0 0 0 0 0 0.0559416753187415 0 0 0 0.000602814593380814 0.0277057762417739 0 0 0 0 0 0 0 0 0 0.0241749824199938 0 0 0 0 0 0 0 0 0 0 0.00476807998439072 0 0 0 0 0 0 0.069577262198217 0 0 0 0 0 0.00985063691649695 0 0 0.185926428031881 0 0 0 0 0 0
CSTA 0 0 0 0 0 0 0 0.0804468305803304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0994367998516271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0322247836375269 0 0 0 0 0.154341124906913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.234596845823736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CST3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.200328101198282 0 0 0 0.0478368592814588 0 0 0 0 0 0 0 0.192206616838933 0 0 0.00708927553867859 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0970939786876137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.92424624341532e-05 0 0 0 0 0.00110015516095501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0347778553109485 0 0 0 0 0 0 0 0 0.0322558439284495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0146245964747777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0986438407147083 0 0 0 0 0 0 0 0 0 0 0 0.00434608916254081 0 0 0 0 0 0 0 0
CXCL8 0 0 0 0 0 0 0 0 0 -0.000282428630416576 0 0 0 0 0 0 0.049600439621584 0 0 -0.05842000220298 0 0 0 0 0.152374554553992 0 -0.025424606928361 0 0 0 0 0.0321779688766189 0 0 0 0.0669855049042743 0 0 0 0 0 0 0 0 0 0 0 -0.105975105294791 0 0 0 0 0 0 0.472421516195957 0 0 0 0 0 0 0 0 0 0 0 0 0.00416600750301505 0.206019458451553 0 0.039416383852499 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0200260321097993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0841545496405716 0 0 0 0 0 0.189285489949841 0 -0.0267866712500649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00672127620482252 0 0 0 0 0 0 0 0 0
PLAUR 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.027976548546568 0 0 0 0 0 0 0 0 0 0 -0.0394965950134944 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TYROBP 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0973199443949383 -0.0308666906150754 0.0879979181111309 0 0 0 0 0 0 0 0 0 0.00849440749243914 0 0 0.101631597806716 0 0 0.0419589306931948 0 0 -0.0138061333197604 0 0 0 0 0 0 0 0 0 0 0.00725269377939108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0255450366677878 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0412754222240904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0335989793756636 0 0 0 0 0.0148659716122797 0 0 0 0 0 0 0 0.115954848055994 0 0 0 0 0 0 0.0448847406877062 0 0 0 0 0 0 0 0 0 0 0
CLEC7A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.21213857656334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0664289175402255 0 0 0 0 0 0 0 0 -0.140523141771309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
